,genus_A,genus_B,precision
0,01D2Z36,Prevotellaceae_Ga6A1_group,0.0027224475576105
1,Acetitomaculum,Burkholderia-Caballeronia-Paraburkholderia,-0.0140319359045277
2,Agathobaculum,Bacteroides_pectinophilus_group,0.0007378200176824
3,Agathobaculum,Burkholderia-Caballeronia-Paraburkholderia,0.0014455214700661
4,Agathobaculum,Catenisphaera,0.0004130767865989
5,Agathobaculum,Eubacterium_fissicatena_group,-0.0002989792598715
6,Agathobaculum,Faecalibaculum,0.0001186905902484
7,Agathobaculum,Muribaculum,0.0012041595206439
8,Agathobaculum,Phocea,0.001061262035541
9,Agathobaculum,Prevotellaceae_Ga6A1_group,0.001182605557871
10,Agathobaculum,Roseivirga,-0.0016391764602689
11,Agathobaculum,UCG-003,0.0007083746915665
12,Agathobaculum,study_site,0.0012621713648176
13,AKYG1722,Faecalibaculum,0.0004616114608532
14,Alkalibacterium,Bacteroides_pectinophilus_group,-0.0057174867921085
15,Alkalibacterium,Burkholderia-Caballeronia-Paraburkholderia,0.0007537581248603
16,Alkalibacterium,Faecalibaculum,0.0003508949974856
17,Alkalibacterium,Prevotellaceae_Ga6A1_group,0.0025197098872272
18,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Bacteroides_pectinophilus_group,0.0005388237505636
19,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Prevotellaceae_Ga6A1_group,-0.0032064677832432
20,Anaerocolumna,Faecalibaculum,0.0007915088810947
21,Anaerocolumna,Phocea,-0.0024516680359917
22,Anaerocolumna,Prevotellaceae_Ga6A1_group,-0.0019883233125622
23,Anaerotaenia,Bacteroides_pectinophilus_group,-0.0002248267985021
24,Anaerotaenia,Blfdi19,-0.0015986009263497
25,Anaerotaenia,Burkholderia-Caballeronia-Paraburkholderia,1.45530089857912e-05
26,Anaerotaenia,Prevotellaceae_Ga6A1_group,0.001692992063453
27,Bacteroides_pectinophilus_group,Bdellovibrio,-0.0014143604662621
28,Bacteroides_pectinophilus_group,Bilophila,0.002143463084785
29,Bacteroides_pectinophilus_group,Blfdi19,0.0009457162525033
30,Bacteroides_pectinophilus_group,Burkholderia-Caballeronia-Paraburkholderia,0.0025806560266426
31,Bacteroides_pectinophilus_group,Butyricimonas,-0.0019387990499917
32,Bacteroides_pectinophilus_group,C0119,0.0017622778533382
33,Bacteroides_pectinophilus_group,Candidatus_Alysiosphaera,0.0007586689772748
34,Bacteroides_pectinophilus_group,Catenisphaera,0.0017726170605684
35,Bacteroides_pectinophilus_group,Chroococcidiopsis_PCC_7203,0.0018589426175315
36,Bacteroides_pectinophilus_group,Clostridia_vadinBB60_group,0.0032749056397739
37,Bacteroides_pectinophilus_group,Clostridium_sensu_stricto_1,-0.0016077645900082
38,Bacteroides_pectinophilus_group,Colwellia,0.0047821515940944
39,Bacteroides_pectinophilus_group,Corallococcus,0.0011455452488068
40,Bacteroides_pectinophilus_group,Cryptanaerobacter,0.0007242926684522
41,Bacteroides_pectinophilus_group,Dickeya,0.0016571106884166
42,Bacteroides_pectinophilus_group,Draconibacterium,0.0012278970592671
43,Bacteroides_pectinophilus_group,Duodenibacillus,0.0004693930019276
44,Bacteroides_pectinophilus_group,Erysipelotrichaceae_UCG-006,0.0008116547578684
45,Bacteroides_pectinophilus_group,Ethanoligenens,0.0009336170555102
46,Bacteroides_pectinophilus_group,Eubacterium_eligens_group,0.0029407848175721
47,Bacteroides_pectinophilus_group,Eubacterium_nodatum_group,-0.000443861495687
48,Bacteroides_pectinophilus_group,Faecalibaculum,0.0017954975310908
49,Bacteroides_pectinophilus_group,Fermentibacteraceae,0.0009685257984022
50,Bacteroides_pectinophilus_group,Flavitalea,0.0002241829591241
51,Bacteroides_pectinophilus_group,Gemmobacter,0.0010283231807259
52,Bacteroides_pectinophilus_group,Hafnia-Obesumbacterium,-0.002047272264635
53,Bacteroides_pectinophilus_group,Holdemania,0.0029093810529584
54,Bacteroides_pectinophilus_group,Lachnospira,-0.0036430684558192
55,Bacteroides_pectinophilus_group,Lactococcus,0.0029836960509211
56,Bacteroides_pectinophilus_group,OLB14,-0.0002730930804538
57,Bacteroides_pectinophilus_group,Paraburkholderia,-0.0021840165612724
58,Bacteroides_pectinophilus_group,Parvibacter,-0.0007657346798836
59,Bacteroides_pectinophilus_group,Peptostreptococcus,0.0006701234781292
60,Bacteroides_pectinophilus_group,Phaselicystis,-0.0015213804024195
61,Bacteroides_pectinophilus_group,Phocea,0.0017928333233808
62,Bacteroides_pectinophilus_group,Poseidonibacter,0.0008034633966272
63,Bacteroides_pectinophilus_group,Prevotellaceae_Ga6A1_group,0.0024251735354146
64,Bacteroides_pectinophilus_group,Prevotellaceae_UCG-001,-0.0003977113459808
65,Bacteroides_pectinophilus_group,Risungbinella,0.0009215013053456
66,Bacteroides_pectinophilus_group,Roseateles,0.0009074203948323
67,Bacteroides_pectinophilus_group,Roseivirga,-0.0004592020305518
68,Bacteroides_pectinophilus_group,Ruminococcus_gauvreauii_group,0.0013274996309868
69,Bacteroides_pectinophilus_group,Ruminococcus_torques_group,-0.0006916501515
70,Bacteroides_pectinophilus_group,Streptomyces,0.0023648629487886
71,Bacteroides_pectinophilus_group,Subgroup_10,0.0013951198596065
72,Bacteroides_pectinophilus_group,Sulfuricurvum,0.0006180319878559
73,Bacteroides_pectinophilus_group,SWB02,-0.0046265791103161
74,Bacteroides_pectinophilus_group,UCG-003,0.0013540563330926
75,Bacteroides_pectinophilus_group,UCG-007,0.0017719087504578
76,Bacteroides_pectinophilus_group,study_site,0.0012427251443551
77,Bilophila,Blfdi19,-0.0025590476455308
78,Bilophila,Burkholderia-Caballeronia-Paraburkholderia,0.0015333228898326
79,Bilophila,Catenisphaera,0.0006345855188171
80,Bilophila,Dickeya,-0.0023318227157479
81,Bilophila,Phocea,0.0013413550073044
82,Bilophila,Prevotellaceae_Ga6A1_group,0.0032049953420313
83,BIrii41,Phaselicystis,-0.0400681612291985
84,Blfdi19,Burkholderia-Caballeronia-Paraburkholderia,0.0029214598021403
85,Blfdi19,Chroococcidiopsis_PCC_7203,0.0030590801356762
86,Blfdi19,Colwellia,-0.0072518561489175
87,Blfdi19,Draconibacterium,-0.0089293286121813
88,Blfdi19,Erysipelotrichaceae_UCG-006,-0.0256231459169921
89,Blfdi19,Eubacterium_nodatum_group,-0.0104664264595787
90,Blfdi19,Faecalibaculum,0.0025301818166359
91,Blfdi19,Fusobacterium,-0.0144898483406271
92,Blfdi19,Muribaculum,0.0045165532775665
93,Blfdi19,Phocea,-0.00021880862312
94,Blfdi19,Prevotellaceae_Ga6A1_group,0.0044603043593997
95,Blfdi19,Roseivirga,-0.0014935546659845
96,Blfdi19,UCG-003,0.0046715422386439
97,Burkholderia-Caballeronia-Paraburkholderia,Catenisphaera,0.0010572593362577
98,Burkholderia-Caballeronia-Paraburkholderia,Chroococcidiopsis_PCC_7203,0.001476218597157
99,Burkholderia-Caballeronia-Paraburkholderia,Clostridia_vadinBB60_group,0.0028001303266023
100,Burkholderia-Caballeronia-Paraburkholderia,Colwellia,0.0023318755914626
101,Burkholderia-Caballeronia-Paraburkholderia,Corallococcus,0.0025513487504589
102,Burkholderia-Caballeronia-Paraburkholderia,Dickeya,0.0016201201648696
103,Burkholderia-Caballeronia-Paraburkholderia,Draconibacterium,0.0029203974773647
104,Burkholderia-Caballeronia-Paraburkholderia,Duodenibacillus,-0.0150335437408919
105,Burkholderia-Caballeronia-Paraburkholderia,Enterococcus,-0.0032543605170573
106,Burkholderia-Caballeronia-Paraburkholderia,Erysipelotrichaceae_UCG-006,0.0008989492732559
107,Burkholderia-Caballeronia-Paraburkholderia,Ethanoligenens,0.0013340516748065
108,Burkholderia-Caballeronia-Paraburkholderia,Eubacterium_eligens_group,0.0025443339694183
109,Burkholderia-Caballeronia-Paraburkholderia,Eubacterium_fissicatena_group,0.000505686606002
110,Burkholderia-Caballeronia-Paraburkholderia,Faecalibaculum,0.0020481516667386
111,Burkholderia-Caballeronia-Paraburkholderia,Fusobacterium,0.0035474926610117
112,Burkholderia-Caballeronia-Paraburkholderia,Herminiimonas,-0.0112638994638561
113,Burkholderia-Caballeronia-Paraburkholderia,Holdemania,0.00115060634461
114,Burkholderia-Caballeronia-Paraburkholderia,Kingella,-0.0137796421294384
115,Burkholderia-Caballeronia-Paraburkholderia,Lachnospiracea_incertae_sedis,0.000347638826084
116,Burkholderia-Caballeronia-Paraburkholderia,Lachnospiraceae_NK4B4_group,0.0029314400470434
117,Burkholderia-Caballeronia-Paraburkholderia,Limnochorda,-0.0084276490147314
118,Burkholderia-Caballeronia-Paraburkholderia,Megasphaera,4.14533020429875e-05
119,Burkholderia-Caballeronia-Paraburkholderia,Muribaculum,0.0018648288883425
120,Burkholderia-Caballeronia-Paraburkholderia,Muricomes,-0.0048759753878035
121,Burkholderia-Caballeronia-Paraburkholderia,Paraburkholderia,0.0009057915158376
122,Burkholderia-Caballeronia-Paraburkholderia,Phocea,0.0015352786621413
123,Burkholderia-Caballeronia-Paraburkholderia,Poseidonibacter,0.0003784975035607
124,Burkholderia-Caballeronia-Paraburkholderia,Prevotellaceae_Ga6A1_group,0.0023907659415637
125,Burkholderia-Caballeronia-Paraburkholderia,Pseudoalteromonas,-0.0464768256304817
126,Burkholderia-Caballeronia-Paraburkholderia,Risungbinella,0.0002725441976071
127,Burkholderia-Caballeronia-Paraburkholderia,Roseivirga,0.0027122260477504
128,Burkholderia-Caballeronia-Paraburkholderia,Ruminococcus_gauvreauii_group,0.0020037407439956
129,Burkholderia-Caballeronia-Paraburkholderia,Ruminococcus2,0.0020565673426605
130,Burkholderia-Caballeronia-Paraburkholderia,Streptomyces,0.0009129703719347
131,Burkholderia-Caballeronia-Paraburkholderia,Subdoligranulum,-0.0007041429295722
132,Burkholderia-Caballeronia-Paraburkholderia,Subgroup_10,0.0030041606050001
133,Burkholderia-Caballeronia-Paraburkholderia,Sulfuricurvum,1.98210885653157e-05
134,Burkholderia-Caballeronia-Paraburkholderia,UCG-003,0.0015914124885266
135,Burkholderia-Caballeronia-Paraburkholderia,UCG-007,0.0014558452711184
136,Burkholderia-Caballeronia-Paraburkholderia,study_site,-0.0020589742170048
137,Butyricimonas,Prevotellaceae_Ga6A1_group,0.0002679467167082
138,C0119,Clostridia_vadinBB60_group,-0.0039084237358449
139,Candidatus_Alysiosphaera,Faecalibaculum,0.0012615395071605
140,Candidatus_Alysiosphaera,Fermentibacteraceae,-0.016687870183211
141,Candidatus_Alysiosphaera,Phocea,-0.003859450911154
142,Candidatus_Alysiosphaera,Poseidonibacter,-0.0294810364039183
143,Candidatus_Alysiosphaera,Prevotellaceae_Ga6A1_group,-0.0012147563296631
144,Catenisphaera,Colwellia,-0.0075775026939996
145,Catenisphaera,Eubacterium_eligens_group,-0.0008507536387343
146,Catenisphaera,Faecalibaculum,0.0013623008477747
147,Catenisphaera,Holdemania,-0.0073662068747384
148,Catenisphaera,Phocea,0.0013277792771711
149,Catenisphaera,Prevotellaceae_Ga6A1_group,0.000924043544081
150,Catenisphaera,Roseivirga,3.26564287538736e-05
151,Catenisphaera,Subgroup_10,-0.002173711688631
152,Catenisphaera,study_site,0.0009324513184736
153,Chroococcidiopsis_PCC_7203,Clostridia_vadinBB60_group,-0.0032233674551706
154,Chroococcidiopsis_PCC_7203,Eubacterium_eligens_group,-0.0382848683271278
155,Chroococcidiopsis_PCC_7203,Faecalibaculum,0.0018112100684357
156,Chroococcidiopsis_PCC_7203,Holdemania,-0.0007402869148107
157,Chroococcidiopsis_PCC_7203,Phocea,0.0012474106171569
158,Chroococcidiopsis_PCC_7203,Prevotellaceae_Ga6A1_group,0.0017901109978329
159,Chroococcidiopsis_PCC_7203,Roseivirga,0.001122289265358
160,Chroococcidiopsis_PCC_7203,Ruminococcus2,-0.0053196620195983
161,Chroococcidiopsis_PCC_7203,Subgroup_10,-0.0035238622180729
162,Chroococcidiopsis_PCC_7203,UCG-003,-0.0062598264260931
163,Chroococcidiopsis_PCC_7203,UCG-007,-0.0068961110342855
164,Chroococcidiopsis_PCC_7203,study_site,0.0002585391781545
165,Clostridia_vadinBB60_group,Eubacterium_eligens_group,-0.0153935790042648
166,Clostridia_vadinBB60_group,Faecalibaculum,0.0010504232402523
167,Clostridia_vadinBB60_group,Lachnospiraceae_NK4B4_group,-0.0060505295926791
168,Clostridia_vadinBB60_group,Muribaculum,-0.0197725023885661
169,Clostridia_vadinBB60_group,Phocea,0.0032576898417802
170,Clostridia_vadinBB60_group,Prevotellaceae_Ga6A1_group,0.0030598926548795
171,Clostridia_vadinBB60_group,Roseivirga,0.0011846810336105
172,Clostridia_vadinBB60_group,UCG-007,-0.0279867122872573
173,Clostridia_vadinBB60_group,study_site,-0.0002783426507965
174,Clostridium_sensu_stricto_1,Phocea,-0.0002227892287096
175,Clostridium_sensu_stricto_4,Faecalibaculum,0.0004424844266423
176,Clostridium_sensu_stricto_4,study_site,-0.0039503172375606
177,Colwellia,Erysipelotrichaceae_UCG-006,-0.0160225353280475
178,Colwellia,Ethanoligenens,-0.0078915821594102
179,Colwellia,Faecalibaculum,0.0029928036039158
180,Colwellia,Phocea,0.0036437170457405
181,Colwellia,Prevotellaceae_Ga6A1_group,0.0033826829517042
182,Corallococcus,Prevotellaceae_Ga6A1_group,0.0010805435336736
183,Corallococcus,Roseivirga,-0.0016708468798792
184,Corallococcus,Subgroup_10,-0.0114852624096249
185,Cryptanaerobacter,Faecalibaculum,0.0013476372344867
186,Cryptanaerobacter,Fermentibacteraceae,-0.003761579296244
187,Cryptanaerobacter,Phocea,-0.0048662235070489
188,Cryptanaerobacter,Poseidonibacter,-0.000226239041839
189,Cryptanaerobacter,Prevotellaceae_Ga6A1_group,-0.0002850675575813
190,Dickeya,Faecalibaculum,0.0009276865952588
191,Dickeya,Fermentibacteraceae,-0.0012059431894288
192,Dickeya,Poseidonibacter,-0.0081272170450574
193,Dickeya,Prevotellaceae_Ga6A1_group,1.18243092078303e-05
194,Dickeya,Roseivirga,0.0005035254654638
195,Dickeya,UCG-003,0.0004928613219997
196,Dickeya,study_site,0.0010985992395507
197,Draconibacterium,Faecalibaculum,0.0002951161544965
198,Draconibacterium,Prevotellaceae_Ga6A1_group,0.0015636758382274
199,Duodenibacillus,Faecalibaculum,0.0001529442372278
200,Duodenibacillus,Prevotellaceae_Ga6A1_group,0.000161367369002
201,Enterococcus,Phocea,-9.26885984550029e-05
202,Erysipelotrichaceae_UCG-006,Faecalibaculum,0.0006203256803665
203,Erysipelotrichaceae_UCG-006,Fusobacterium,-0.0094257359178521
204,Erysipelotrichaceae_UCG-006,Phocea,0.0026764442330484
205,Erysipelotrichaceae_UCG-006,Prevotellaceae_Ga6A1_group,0.0012503152923585
206,Ethanoligenens,Phocea,0.0022403451817527
207,Ethanoligenens,Prevotellaceae_Ga6A1_group,0.0018507819652914
208,Ethanoligenens,Streptomyces,-0.0016134747935758
209,Eubacterium_eligens_group,Faecalibaculum,0.0004223051804147
210,Eubacterium_eligens_group,Phocea,0.0039314530966667
211,Eubacterium_eligens_group,Prevotellaceae_Ga6A1_group,0.0016990682798207
212,Eubacterium_eligens_group,UCG-003,-0.0053037550725405
213,Eubacterium_eligens_group,UCG-007,-0.0023670164158522
214,Eubacterium_fissicatena_group,Faecalibaculum,-0.0043674421852684
215,Eubacterium_fissicatena_group,Phocea,0.0026333895855937
216,Eubacterium_fissicatena_group,Prevotellaceae_Ga6A1_group,0.0012951573434565
217,Eubacterium_nodatum_group,Phocea,0.0012919005155001
218,Eubacterium_nodatum_group,Prevotellaceae_Ga6A1_group,0.001961845495579
219,Eubacterium_siraeum_group,Prevotellaceae_Ga6A1_group,-0.0017672321197905
220,F0332,Prevotellaceae_Ga6A1_group,-0.0003392601260816
221,Faecalibaculum,Fermentibacteraceae,0.0015326085941746
222,Faecalibaculum,Flavitalea,0.0015684442567681
223,Faecalibaculum,Gemmobacter,-0.0004825947808753
224,Faecalibaculum,Holdemania,4.97986804928999e-05
225,Faecalibaculum,Lachnospira,-8.0923070061904e-06
226,Faecalibaculum,Lactococcus,0.0030194564213854
227,Faecalibaculum,Muribaculum,0.0022604917702814
228,Faecalibaculum,Paraburkholderia,2.62095242728781e-05
229,Faecalibaculum,Parvibacter,-0.006668211734054
230,Faecalibaculum,Peptostreptococcus,0.0024667853378168
231,Faecalibaculum,Phaselicystis,-0.0005603502943364
232,Faecalibaculum,Phocea,0.0024499843400158
233,Faecalibaculum,Poseidonibacter,0.0025688217736975
234,Faecalibaculum,Prevotellaceae_Ga6A1_group,0.001727249602851
235,Faecalibaculum,Roseateles,0.0012471835802717
236,Faecalibaculum,Roseivirga,-0.0003389364212288
237,Faecalibaculum,Streptomyces,0.0024476771292203
238,Faecalibaculum,Subgroup_10,0.0008907063696471
239,Faecalibaculum,Sulfuricurvum,0.0004553660382381
240,Faecalibaculum,UCG-003,0.0009588309966518
241,Faecalibaculum,study_site,0.0027011166001637
242,Fermentibacteraceae,Phocea,-0.0050399774326733
243,Fermentibacteraceae,Poseidonibacter,-0.0980455009609031
244,Fermentibacteraceae,Prevotellaceae_Ga6A1_group,-0.0005829464662811
245,Fermentibacteraceae,study_site,0.000365238336605
246,Flavitalea,Phocea,-0.0012134562737916
247,Flavitalea,Prevotellaceae_Ga6A1_group,-0.002561209187675
248,Flavitalea,Streptomyces,-0.0302845499148919
249,Fusobacterium,Phocea,0.0007388852357404
250,Fusobacterium,Prevotellaceae_Ga6A1_group,0.0047482155219391
251,Fusobacterium,Streptomyces,-0.0028883439048983
252,Gaiella,Poseidonibacter,-0.0054566799610622
253,GCA-900066575,Prevotellaceae_Ga6A1_group,-0.0016817810720032
254,Gemmobacter,Phocea,-0.0157718441902251
255,Gemmobacter,Prevotellaceae_Ga6A1_group,0.0008811040013092
256,Holdemania,Phocea,0.0024316919210741
257,Holdemania,Prevotellaceae_Ga6A1_group,0.0002682684622792
258,Holdemania,Subgroup_10,-0.0029000284095458
259,Inquilinus,Prevotellaceae_Ga6A1_group,0.0023655543305828
260,Lachnospira,Phocea,0.0013032257344265
261,Lachnospiracea_incertae_sedis,Prevotellaceae_Ga6A1_group,0.001517197214187
262,Lachnospiracea_incertae_sedis,Roseivirga,-0.0138008143404009
263,Lachnospiraceae,Phocea,-0.00523843274806
264,Lachnospiraceae_NK4B4_group,Muribaculum,-0.0216733969245249
265,Lachnospiraceae_NK4B4_group,Phocea,0.0062032487713379
266,Lachnospiraceae_NK4B4_group,study_site,-0.0048846000908335
267,Lacticaseibacillus,Phocea,-0.0097983966141845
268,Lactococcus,Streptomyces,-0.0192262038545302
269,Megasphaera,Phocea,0.0007448531695092
270,Megasphaera,Prevotellaceae_Ga6A1_group,-0.0010905121659154
271,Melaminivora,Prevotellaceae_Ga6A1_group,-0.0011312570002141
272,Methanobrevibacter,Prevotellaceae_Ga6A1_group,-6.69605076097756e-05
273,Mixta,Prevotellaceae_Ga6A1_group,-0.0024949720718134
274,Mogibacterium,Prevotellaceae_Ga6A1_group,-0.0003327783294483
275,Moorella,Prevotellaceae_Ga6A1_group,0.0021281363698397
276,Muribacter,Prevotellaceae_Ga6A1_group,-0.0010092119314831
277,Muribaculum,Prevotellaceae_Ga6A1_group,0.0006532901465624
278,Muribaculum,Roseateles,-0.0177111639299196
279,Muribaculum,Ruminococcus_gauvreauii_group,-0.0064387725003341
280,Muribaculum,Subgroup_10,0.0019285713753897
281,Muribaculum,UCG-003,0.0010054850484086
282,Muribaculum,UCG-007,-0.0001609137353791
283,Muribaculum,study_site,-0.0085697809478559
284,Nocardioides,Prevotellaceae_Ga6A1_group,2.47571812988735e-05
285,Oscillospira,Prevotellaceae_Ga6A1_group,0.0002409396733009
286,Paraburkholderia,Phocea,-0.0026714226425029
287,Paraburkholderia,Prevotellaceae_Ga6A1_group,0.001139897480521
288,Parvibacter,Prevotellaceae_Ga6A1_group,0.0014274698099217
289,Peptostreptococcus,Phocea,-0.0001080257828735
290,Peptostreptococcus,Poseidonibacter,-0.0181688158848389
291,Peptostreptococcus,Prevotellaceae_Ga6A1_group,-0.0028885957206171
292,Petrocella,Prevotellaceae_Ga6A1_group,-0.000260234108001
293,Phaselicystis,Prevotellaceae_Ga6A1_group,0.0005803708100065
294,Phocea,Poseidonibacter,-0.0010236774901829
295,Phocea,Prevotellaceae_Ga6A1_group,0.002240565210483
296,Phocea,Risungbinella,0.0006780737133677
297,Phocea,Roseivirga,-0.0042456745773989
298,Phocea,Ruminococcus2,0.0050885139420179
299,Phocea,Rummeliibacillus,-0.000427757963118
300,Phocea,Subgroup_10,0.0051023285175209
301,Phocea,Sulfuricurvum,0.0005859081622753
302,Phocea,UCG-003,0.0021747614006182
303,Phocea,UCG-007,0.0029116969676376
304,Phocea,study_site,0.0060344826073202
305,Poseidonibacter,Prevotellaceae_Ga6A1_group,-0.0016274797941826
306,Poseidonibacter,Roseivirga,0.0011395301897417
307,Poseidonibacter,study_site,0.0036331847645953
308,Prevotellaceae_Ga6A1_group,Prevotellaceae_UCG-001,0.0005928044972468
309,Prevotellaceae_Ga6A1_group,Roseateles,0.0015138168087157
310,Prevotellaceae_Ga6A1_group,Roseivirga,0.0010982666313858
311,Prevotellaceae_Ga6A1_group,Ruminococcus_gauvreauii_group,0.003060298850485
312,Prevotellaceae_Ga6A1_group,Ruminococcus_torques_group,0.0010420029876575
313,Prevotellaceae_Ga6A1_group,Ruminococcus2,0.0025997180850029
314,Prevotellaceae_Ga6A1_group,Streptomyces,0.0012882078015077
315,Prevotellaceae_Ga6A1_group,Subgroup_10,0.0029773752891706
316,Prevotellaceae_Ga6A1_group,Sulfuricurvum,-0.0016075144848463
317,Prevotellaceae_Ga6A1_group,SWB02,-0.0031168061238909
318,Prevotellaceae_Ga6A1_group,UBA1819,1.28531896931032e-05
319,Prevotellaceae_Ga6A1_group,UCG-003,0.0015514668266869
320,Prevotellaceae_Ga6A1_group,UCG-007,0.0013056211389252
321,Prevotellaceae_Ga6A1_group,study_site,0.0023076031484635
322,Risungbinella,UCG-003,-0.0011979348953259
323,Roseateles,study_site,-0.0064524060146632
324,Roseivirga,Subgroup_10,0.0012705247224569
325,Roseivirga,UCG-003,0.0027887086540992
326,Roseivirga,study_site,0.000114835395155
327,Ruminococcus2,Subgroup_10,-0.0117894318012802
328,Streptomyces,study_site,0.0002127705629903
329,Subgroup_10,UCG-003,-0.0019419609388284
330,UCG-003,study_site,0.0011447347019622
331,UCG-007,study_site,-0.0008450596563366
